Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
82748,Sushi for Beginners,Marian Keyes,"Keyes, Marian",,"=""0060555955""","=""9780060555955""",0,3.71,William Morrow Paperbacks,Paperback,448,2008,2000,,2021/10/28,to-read,to-read (#151),to-read,,,,0,0
43779862,Grown Ups,Marian Keyes,"Keyes, Marian",,"=""0718179749""","=""9780718179748""",0,3.93,Michael Joseph,Hardcover,636,2020,2020,,2021/10/28,to-read,to-read (#150),to-read,,,,0,0
57499853,"My Life in Full: Work, Family, and Our Future",Indra  Nooyi,"Nooyi, Indra",,"=""059319179X""","=""9780593191798""",0,4.24,Portfolio,Hardcover,320,2021,2021,,2021/10/27,to-read,to-read (#148),to-read,,,,0,0
57007708,Going There,Katie Couric,"Couric, Katie",,"=""0316593311""","=""9780316593311""",0,4.04,"Little, Brown and Company",Hardcover,736,2021,2021,,2021/10/27,to-read,to-read (#147),to-read,,,,0,0
56935099,"The Sanatorium (Detective Elin Warner, #1)",Sarah  Pearse,"Pearse, Sarah",,"=""0593296672""","=""9780593296677""",0,3.36,Pamela Dorman Books,Hardcover,390,2021,2021,,2021/10/27,to-read,to-read (#145),to-read,,,,0,0
54981009,The Last Thing He Told Me,Laura Dave,"Dave, Laura",,"=""1501171348""","=""9781501171345""",0,3.83,Simon & Schuster,Hardcover,307,2021,2021,,2021/10/27,to-read,to-read (#144),to-read,,,,0,0
51160099,Thirteen Storeys,Jonathan Sims,"Sims, Jonathan",,"=""1473228735""","=""9781473228733""",0,3.82,Gollancz,Paperback,390,2020,2020,,2021/10/26,to-read,to-read (#143),to-read,,,,0,0
51405046,The Road Trip,Beth O'Leary,"O'Leary, Beth",,"=""1529409055""","=""9781529409055""",0,3.57,Quercus,Hardcover,414,2021,2021,,2021/10/24,to-read,to-read (#137),to-read,,,,0,0
45134200,The Switch,Beth O'Leary,"O'Leary, Beth",,"=""1787475018""","=""9781787475014""",0,3.94,Quercus,Kindle Edition,336,2020,2020,,2021/10/24,to-read,to-read (#136),to-read,,,,0,0
49017632,True Story,Kate Reed Petty,"Petty, Kate Reed",,"=""1984877682""","=""9781984877680""",0,3.51,Viking,Hardcover,336,2020,2020,,2021/10/24,to-read,to-read (#135),to-read,,,,0,0
18693595,Gods and Kings: The Rise and Fall of Alexander McQueen and John Galliano,Dana Thomas,"Thomas, Dana",,"=""1594204942""","=""9781594204944""",0,4.24,Penguin Press,Hardcover,432,2015,2014,,2021/10/23,to-read,to-read (#134),to-read,,,,0,0
56590610,Fake Accounts,Lauren Oyler,"Oyler, Lauren",Rebecca Lowman,"=""""","=""""",0,2.82,Random House Audio,Audible Audio,,2021,2021,,2021/10/11,to-read,to-read (#133),to-read,,,,0,0
56304421,Nice Girls,Catherine Dang,"Dang, Catherine",,"=""0063027550""","=""9780063027558""",0,3.14,William Morrow,Hardcover,352,2021,2021,,2021/09/18,to-read,to-read (#132),to-read,,,,0,0
55510715,My Sweet Girl,Amanda Jayatissa,"Jayatissa, Amanda",,"=""0593335082""","=""9780593335086""",0,3.66,Berkley Publishing,Hardcover,376,2021,2021,,2021/09/18,to-read,to-read (#131),to-read,,,,0,0
54626223,"Harlem Shuffle (Ray Carney, #1)",Colson Whitehead,"Whitehead, Colson",,"=""0385545134""","=""9780385545136""",0,3.73,Doubleday,Hardcover,318,2021,2021,,2021/09/18,to-read,to-read (#130),to-read,,,,0,0
56155212,A Slow Fire Burning,Paula Hawkins,"Hawkins, Paula",,"=""0857524453""","=""9780857524454""",0,3.50,RANDOM HOUSE UK,Paperback,305,2021,2021,,2021/09/14,to-read,to-read (#128),to-read,,,,0,0
45890523,Starve Acre,Andrew Michael Hurley,"Hurley, Andrew Michael",,"=""""","=""""",0,3.70,John Murray,Hardcover,256,2019,2019,,2021/09/09,to-read,to-read (#125),to-read,,,,0,0
55579526,Last One to Die,Cynthia Murphy,"Murphy, Cynthia",,"=""070230493X""","=""9780702304934""",0,3.35,Scholastic,Paperback,294,2021,2021,,2021/08/25,to-read,to-read (#124),to-read,,,,0,0
52128599,"Mina and the Undead (Mina and the Undead, #1)",Amy McCaw,"McCaw, Amy",,"=""1912979470""","=""9781912979479""",0,3.85,UCLan Publishing,Paperback,294,2021,2021,,2021/08/25,to-read,to-read (#123),to-read,,,,0,0
44025141,"The Lady and the Highwayman (The Dread Penny Society, #1)",Sarah M. Eden,"Eden, Sarah M.",,"=""1629726052""","=""9781629726052""",0,3.91,Shadow Mountain,Paperback,384,2019,2019,,2021/08/18,to-read,to-read (#122),to-read,,,,0,0
54746205,Velvet Was the Night,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0593356829""","=""9780593356821""",0,3.51,Del Rey,Hardcover,289,2021,2021,,2021/08/18,to-read,to-read (#14),to-read,,,,0,0
36510722,Gods of Jade and Shadow,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",0,3.88,Del Rey,Hardcover,338,2019,2019,,2021/08/09,to-read,to-read (#121),to-read,,,,0,0
56084054,We Were Never Here,Andrea Bartz,"Bartz, Andrea",,"=""""","=""""",0,3.50,Ballantine Books,Hardcover,304,2021,2021,,2021/08/03,to-read,to-read (#119),to-read,,,,0,0
54860585,Razorblade Tears,S.A. Cosby,"Cosby, S.A.",,"=""""","=""""",0,4.11,Flatiron Books,Hardcover,336,2021,2021,,2021/08/01,to-read,to-read (#118),to-read,,,,0,0
55711708,Heartbreak for Hire,Sonia Hartl,"Hartl, Sonia",,"=""1982167785""","=""9781982167783""",0,3.41,Gallery Books,Paperback,320,2021,2021,,2021/07/15,to-read,to-read (#117),to-read,,,,0,0
55333955,"Dead Dead Girls (Harlem Renaissance Mystery, #1)",Nekesa Afia,"Afia, Nekesa",,"=""0593199103""","=""9780593199107""",0,3.21,Berkley,Paperback,317,2021,2021,,2021/07/09,to-read,to-read (#116),to-read,,,,0,0
55628983,Survive the Night,Riley Sager,"Sager, Riley",,"=""0593183169""","=""9780593183168""",0,3.52,Dutton,Hardcover,336,2021,2021,,2021/03/30,to-read,to-read (#107),to-read,,,,0,0
53442141,Fragile Monsters,Catherine Menon,"Menon, Catherine",,"=""0241439280""","=""9780241439289""",0,3.47,Viking,Hardcover,256,2021,2021,,2021/04/10,to-read,to-read (#114),to-read,,,,0,0
41879063,Erotic Stories for Punjabi Widows,Balli Kaur Jaswal,"Jaswal, Balli Kaur",,"=""""","=""""",0,3.93,Harper Collins,Paperback,388,2017,2017,,2021/04/04,to-read,to-read (#113),to-read,,,,0,0
15654,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,"Rule, Ann",,"=""0451203267""","=""9780451203267""",0,4.14,Signet,Mass Market Paperback,548,2001,1980,,2021/04/03,to-read,to-read (#112),to-read,,,,0,0
5512,The Boy Who Loved Anne Frank,Ellen Feldman,"Feldman, Ellen",,"=""0393327809""","=""9780393327809""",0,3.68,W. W. Norton & Company,Paperback,284,2006,2005,,2021/04/02,to-read,to-read (#110),to-read,,,,0,0
53137893,The Wife Upstairs,Rachel Hawkins,"Hawkins, Rachel",,"=""1250245494""","=""9781250245496""",0,3.73,St. Martin's Press,Hardcover,290,2021,2021,,2021/03/30,to-read,to-read (#109),to-read,,,,0,0
52761909,The Paris Library,Janet Skeslien Charles,"Charles, Janet Skeslien",,"=""1982134194""","=""9781982134198""",0,4.07,Atria Books,Hardcover,368,2021,2021,,2021/03/30,to-read,to-read (#108),to-read,,,,0,0
55811154,The Vines,Shelley Nolden,"Nolden, Shelley",,"=""1950948404""","=""9781950948406""",0,3.66,Freiling Publishing,Hardcover,391,2021,2021,,2021/03/26,to-read,to-read (#103),to-read,,,,0,0
1108244,Cousins,Patricia Grace,"Grace, Patricia",,"=""0824820746""","=""9780824820749""",0,4.22,University of Hawaii Press,Paperback,260,1998,1992,,2021/03/18,to-read,to-read (#102),to-read,,,,0,0
55577504,Five Total Strangers,Natalie D. Richards,"Richards, Natalie D.",Devon Sorvari,"=""""","=""""",0,3.30,"Dreamscape Media, LLC",Audible Audio,,2020,2020,,2021/03/12,to-read,to-read (#101),to-read,,,,0,0
36626748,The Last Time I Lied,Riley Sager,"Sager, Riley",,"=""""","=""""",0,4.02,Dutton,ebook,402,2018,2018,,2021/02/24,to-read,to-read (#99),to-read,,,,0,0
41837243,Lock Every Door,Riley Sager,"Sager, Riley",,"=""1524745154""","=""9781524745158""",0,3.89,Dutton,ebook,381,2019,2019,,2021/02/24,to-read,to-read (#98),to-read,,,,0,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",0,4.12,Ballantine Books,Kindle Edition,450,2012,1990,,2021/02/24,to-read,to-read (#96),to-read,,,,0,0
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",0,3.94,Shaye Areheart Books,Hardcover,424,2009,2009,,2021/02/24,to-read,to-read (#95),to-read,,,,0,0
57727,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,"Ellroy, James",,"=""""","=""""",0,4.18,Arrow,Paperback,496,1994,1990,,2021/02/24,to-read,to-read (#94),to-read,,,,0,0
31685789,Room,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",0,4.08,"Little, Brown and Company",Kindle Edition,321,2010,2010,,2021/02/24,to-read,to-read (#93),to-read,,,,0,0
17212231,"Inferno (Robert Langdon, #4)",Dan    Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",0,3.90,Doubleday,Hardcover,463,2013,2013,,2021/02/24,to-read,to-read (#92),to-read,,,,0,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",0,3.65,Doubleday,Hardcover,226,2018,2018,,2021/02/24,to-read,to-read (#88),to-read,,,,0,0
21704,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,"Ellroy, James",,"=""0446698873""","=""9780446698870""",0,3.78,Mysterious Press,Paperback,348,2006,1987,,2021/02/24,to-read,to-read (#87),to-read,,,,0,0
16130097,"Doctor Sleep (The Shining, #2)",Stephen        King,"King, Stephen",,"=""147672766X""","=""9781476727660""",0,4.13,Scribner,ebook,531,2013,2013,,2021/02/24,to-read,to-read (#85),to-read,,,,0,0
38355282,Watching You,Lisa Jewell,"Jewell, Lisa",,"=""1501190075""","=""9781501190070""",0,3.88,Atria Books,Hardcover,320,2018,2018,,2021/02/22,to-read,to-read (#81),to-read,,,,0,0
5692,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""""","=""""",0,4.28,Vintage Books,Paperback,564,1998,1866,,2021/02/22,to-read,to-read (#78),to-read,,,,0,0
10403770,Doctor Zhivago,Boris Pasternak,"Pasternak, Boris","Richard Pevear, Larissa Volokhonsky","=""0099541246""","=""9780099541240""",0,4.01,Vintage Books,Paperback,544,2011,1957,,2021/02/22,to-read,to-read (#77),to-read,,,,0,0
8829,Past Mortem,Ben Elton,"Elton, Ben",,"=""0552771236""","=""9780552771238""",0,3.83,Black Swan,Paperback,460,2005,2004,,2020/09/04,to-read,to-read (#75),to-read,,,,0,0
8826,Dead Famous,Ben Elton,"Elton, Ben",,"=""0552999458""","=""9780552999458""",0,3.67,Black Swan,Paperback,382,2002,2001,,2020/09/04,to-read,to-read (#74),to-read,,,,0,0
49291331,The Game (Underlined Paperbacks),Linsey Miller,"Miller, Linsey",,"=""0593179781""","=""9780593179789""",0,3.14,Underlined,Paperback,240,2020,2020,,2020/09/04,to-read,to-read (#73),to-read,,,,0,0
6639819,"House of Versace: The Untold Story of Genius, Murder, and Survival",Deborah Ball,"Ball, Deborah",,"=""0307406512""","=""9780307406514""",0,3.92,Crown Business,Hardcover,352,2010,2009,,2020/08/31,to-read,to-read (#70),to-read,,,,0,0
51178033,Girl Gone Mad,Avery Bishop,"Bishop, Avery",,"=""1542018722""","=""9781542018722""",0,3.99, Lake Union Publishing,Kindle Edition,411,2020,2020,,2020/08/29,to-read,to-read (#69),to-read,,,,0,0
40942642,My Life as a Rat,Joyce Carol Oates,"Oates, Joyce Carol",,"=""0062899902""","=""9780062899903""",0,3.72,Ecco,ebook,416,2019,2019,,2020/06/22,to-read,to-read (#67),to-read,,,,0,0
49098,"The Beautiful Fall: Lagerfeld, Saint Laurent, and Glorious Excess in 1970s Paris",Alicia Drake,"Drake, Alicia",,"=""0316768014""","=""9780316768016""",0,4.05,"Little, Brown and Company",Hardcover,448,2006,2006,,2020/04/20,to-read,to-read (#66),to-read,,,,0,0
22034,"The Godfather (The Godfather, #1)",Mario Puzo,"Puzo, Mario","Robert Thompson, Peter Bart","=""""","=""""",0,4.40,NAL,Paperback,448,2002,1969,,2020/04/14,to-read,to-read (#61),to-read,,,,0,0
10594929,"Out of Oz (The Wicked Years, #4)",Gregory Maguire,"Maguire, Gregory",Douglas Smith,"=""0060548940""","=""9780060548940""",0,3.84,William Morrow,Hardcover,568,2011,2011,,2020/04/13,to-read,to-read (#60),to-read,,,,0,0
3124249,"A Lion Among Men (The Wicked Years, #3)",Gregory Maguire,"Maguire, Gregory",Douglas Smith,"=""0060548924""","=""9780060548926""",0,3.35,William Morrow,Paperback,312,2008,2008,,2020/04/13,to-read,to-read (#59),to-read,,,,0,0
13521,"Son of a Witch (The Wicked Years, #2)",Gregory Maguire,"Maguire, Gregory","Douglas Smith, Jelena Bojić","=""0060747226""","=""9780060747220""",0,3.51,William Morrow Paperbacks,Paperback,352,2006,2005,,2020/04/13,to-read,to-read (#58),to-read,,,,0,0
1188996,Bella Mafia,Lynda La Plante,"Plante, Lynda La",Božica Jakovljev,"=""0330315382""","=""9780330315388""",0,4.39,MacMillan,Paperback,768,1991,1990,,2020/04/11,to-read,to-read (#54),to-read,,,,0,0
5899779,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Seth Grahame-Smith,"Grahame-Smith, Seth",Jane Austen,"=""1594743347""","=""9781594743344""",0,3.32,Quirk Classics,Paperback,320,2009,2009,,2020/04/10,to-read,to-read (#53),to-read,,,,0,0
21686,Shutter Island,Dennis Lehane,"Lehane, Dennis",,"=""038073186X""","=""9780380731862""",0,4.13,HarperTorch,Mass Market Paperback,369,2004,2003,,2020/04/10,to-read,to-read (#50),to-read,,,,0,0
23346377,"In a Dark, Dark Wood",Ruth Ware,"Ware, Ruth",,"=""1846558913""","=""9781846558917""",0,3.72,Harvill Secker,Hardcover,352,2015,2015,,2020/04/10,to-read,to-read (#49),to-read,,,,0,0
33151805,Into the Water,Paula Hawkins,"Hawkins, Paula",,"=""0735211205""","=""9780735211209""",0,3.59,Riverhead Books,Hardcover,386,2017,2017,,2020/04/09,to-read,to-read (#47),to-read,,,,0,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,,2020/04/08,to-read,to-read (#46),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",0,4.10,Vintage,Paperback,964,2012,1878,,2020/04/08,to-read,to-read (#45),to-read,,,,0,0
16146228,Drinking and Tweeting and Other Brandi Blunders,Brandi Glanville,"Glanville, Brandi",,"=""1476707626""","=""9781476707624""",2,3.46,Gallery Books,Hardcover,256,2013,2013,,2020/04/07,,,read,,,,1,0
40024,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"Carr, Caleb",,"=""0812976142""","=""9780812976144""",0,4.06,Random House,Paperback,498,2006,1994,,2020/04/07,to-read,to-read (#41),to-read,,,,0,0
36124936,The Outsider,Stephen        King,"King, Stephen",,"=""1501180983""","=""9781501180989""",0,4.01,Scribner,Hardcover,561,2018,2018,,2020/04/07,to-read,to-read (#39),to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",4,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2020/04/07,,,read,,,,1,0
